식품코드,식품코드명,농진청식품코드
50906,"과일탄산음료,환타(한국코카콜라보틀링)",
50913,"카레소스,3분카레(오뚜기)",
50914,"간장,청정원햇살담은진간장(대상)",
50922,"간장,몽고간장(몽고식품)",
50923,"간장,몽고송표간장(몽고식품)",
50931,"간장,오복진간장(오복식품)",
50937,"간장,청정원햇살담은조림간장(대상)",
50938,"간장,조림간장(샘표식품)",
50953,"조미소,감칠맛나는미원(대상)",
50961,"고추장,새콤달콤초고추장(해찬들)",
50964,"고추장,순창태양초찰고추장(대상)",
50983,"육수,냉면육수",
50989,"된장,재래식된장(해찬들)",
50991,"마요네즈,고소한마요네즈(대상)",
50992,"마요네즈,오뚜기마요네즈(오뚜기)",
50995,"조미소,미원(대상)",
51000,"분말조미료,멸치다시다(CJ)",
51003,"분말조미료,쇠고기다시다(CJ)",
51004,"분말조미료,조개다시다(CJ)",
51023,"소금,맛소금(대상)",
51035,"후추,순후추(오뚜기)",
51046,"식초,사과식초(오뚜기)",
51053,"쌈장,고기전용쌈장(해찬들)",
51054,"쌈장,사계절쌈장(해찬들)",
51055,"쌈장,청정원순창쌈장(대상)",
51062,"토마토케첩,오뚜기케찹(오뚜기)",
51067,"분말조미료,해물감치미(대상)",
51068,"과자,계란과자(해태제과)",
51070,"파이,고구마파이",
51078,"빵,보름달(샤니)",
51085,"찹쌀미숫가루,선식,생식,황성주생식(erom)",
51131,"파인애플,델몬트파인애플통조림(롯데칠성음료)",
51132,"딸기,잼,대상딸기잼(대상)",
51162,"아이스크림,체리쥬빌레(베스킨라빈스31)",
51167,"샤베트,와(롯데제과)",
51180,"샤베트,팥빙수(롯데삼강)",
51204,"기능성음료,컨피던스(동아오츠카)",
51217,"맛술/미림,미향(오뚜기)",
51220,"후추,순후추(대상)",
51226,"샐러드드레싱,파인애플드레싱",
51236,"빵,꿀호떡(기린)",
51237,"빵,델리만쥬",
51242,"빵,식빵,밤식빵",
51248,"과자,소라깡",
51255,"과자,오사쯔(해태제과)",
51257,"빵,식빵,우유식빵(파리바게뜨)",
51268,"초코바,미니트윅스(MrFoodKorea)",
51285,"석류,주스,석류음료",
51297,"어패류액젓,참치액젓",
51307,"요구르트(호상),요플레(마일드플레인)(빙그레)",
51314,"빙과/샤베트,빙빙바(롯데제과)",
51325,"요구르트(액상),요쿠르트(농협)",
51351,모과차,
51368,"된장,막장",
51374,"식초,양조식초(오뚜기)",
52100,"고카페인음료,에너지드링크",
61068,"양념장,고추다대기",
61130,"맛술/미림,롯데미림(롯데칠성음료)",
61139,"과자,로투스씽글팩(한국로투스㈜)",
61143,"과자,스낵과자,누드빼빼로(롯데제과)",
61168,"카스테라,카스테라(파리바게뜨)",
61173,"사탕,아이셔(오리온)",
61179,"토마토,주스,하루야채(한국야쿠르트)",
61185,"닭고기튀김,치킨너겟(하림)",
61190,사조꽁치(사조식품),
61195,"빙과,아맛나(롯데삼강)",
61197,"아이스밀크,서주아이스주(서주)",
61218,포도씨유(CJ),
61223,"맥주,스타우트(하이트맥주㈜)",
61224,"맥주,하이네켄(하이네켄)",
61238,"간장,청정원소불고기양념(대상)",
61258,"짜장분말,오뚜기분말짜장(오뚜기)",
61261,"토마토케첩,하인즈토마토케첩(하인즈)",
61262,"인스턴트국,백설육개장(CJ)",
81008,"가루믹스,핫케이크가루(오뚜기)",
81029,"과자,구워만든곡물그대로21((주)개미식품)",
81031,"과자,꼬깔콘 군옥수수맛(롯데)",
81033,"과자,꿀꽈배기(농심)",
81039,"과자,도도한나초(오리온)",
81040,"과자,도리토스 나쵸치즈맛(롯데제과)",
81048,"과자,매운새우깡(농심)",
81054,"과자,뿌셔뿌셔 불고기맛(오뚜기)",
81055,"과자,뿌셔뿌셔 양념치킨맛(오뚜기)",
81056,"과자,새우깡(농심)",
81059,"과자,스윙칩 오리지날(오리온프리토레이)",
81062,"과자,썬칩 오리지널(오리온)",
81063,"과자,썬칩 핫스파이시(오리온)",
81065,"과자,양파깡(농심)",
81068,"과자,옥수수브이콘(진한제과)",
81071,"과자,왕고래밥(오리온)",
81074,"과자,인디안밥(농심)",
81078,"과자,초코과자미쯔(오리온)",
81079,"과자,초코비(토하토)",
81081,"과자,치킨팝 닭강정맛(오리온)",
81082,"과자,카라멜콘메이플(크라운제과)",
81084,"과자,콘초코(크라운제과)",
81086,"과자,콘치(크라운제과)",
81087,"과자,콘칩(오리온)",
81088,"과자,콩과자(경화당제과)",
81099,"국수,구포국수 중면(구포국수)",
81121,"국수,옛날국수중면(오뚜기)",
81195,"만두,교자만두(오뚜기냉동식품㈜)",
81204,"만두,비비고 물만두(씨제이푸드㈜)",
81205,"만두,비비고 왕교자만두(씨제이푸드㈜)",
81222,"만주,밤만쥬(삼립식품)",
81245,"미숫가루,이롬황성주 생식플러스((주)이롬)",
81289,"빵,부쉬맨브레드(아웃백스테이크하우스)",
81295,"샌드과자,롯데샌드 깜뜨(롯데)",
81301,"샌드과자,크라운산도 딸기맛(크라운제과)",
81302,"샌드과자,키드오(필리핀 Modne Nissin Corp.)",
81326,"시리얼,켈로그 스페셜K(농심)",
81328,"시리얼,켈로그 오곡으로만든첵스초코(농심켈로그)",
81329,"시리얼,켈로그 첵스초코유에프오(농심)",
81330,"시리얼,켈로그 초코첵스(농심)",
81335,"시리얼,켈로그 후르트링(농심)",
81336,"시리얼,퀘이커오츠(The Quaker Oats Com)",
81341,"시리얼,포스트 그래놀라(동서식품)",
81342,"시리얼,포스트 그래놀라블루베리(동서식품)",
81343,"시리얼,포스트 그래놀라크랜베리아몬드(동서식품)",
81351,"시리얼,포스트 오곡코코볼(동서식품)",
81353,"시리얼,포스트 오레오오즈(동서식품)",
81354,"시리얼,포스트 콘푸라이트(동서식품)",
81355,"시리얼,포스트 콘푸라이트1/3슈거라이트(동서식품)",
81356,"시리얼,포스트 콘푸로스트(동서식품)",
81384,"쌀과자,미왕 쌀과자(우리씨앤디(주))",
81390,"쌀과자,참쌀선과(크라운제과)",
81393,"쌀과자,크라운 참쌀설병(크라운)",
81428,"웨하스,네스킥 초코웨하스(네슬레)",
81429,"웨하스,로아커(Loacker) Minis 바닐라맛(로아커)",
81433,"웨하스,쿠크다스 화이트(크라운제과)",
81434,"웨하스,쿠크다스커피슬림(크라운제과)",
81436,"웨하스,키커(크라운제과)",
81437,"웨하스,화이트하임(크라운제과)",
81473,"죽,양반 야채죽(동원F&B)",
81487,"초코파이,몽쉘 카카오케이크(롯데제과)",
81511,"쿠키,딸기쿠키(롯데)",
81516,"쿠키,미니참깨스틱(청우)",
81517,"쿠키,빼빼로 화이트쿠키(롯데제과)",
81525,"쿠키,오레오 초콜렛샌드위치화이트쿠키(미가방유한회사)",
81526,"쿠키,오레오 초콜릿샌드위치쿠키(미가방유한회사)",
81527,"쿠키,옹골진 오곡쿠키(크라운제과)",
81531,"쿠키,초코픽(해태)",
81534,"쿠키,포키 오리지날(해태)",
81535,"쿠키,포키 초코(해태)",
81539,"크래커,하비스트 고소한맛(롯데제과)",
81556,"팥빵,쫀득쫀득참붕어빵(오리온)",
81558,"호빵,삼립호빵 옛날단팥(삼립)",
81559,"호빵,피자호빵(삼립)",
82003,"감자칩,구운감자(해태제과)",
82004,"감자칩,눈을감자(오리온)",
82007,"감자칩,알감자칩(농심)",
82008,"감자칩,예감치즈그라탕(오리온)",
82010,"감자칩,포테이토칩 오리지널(농심)",
82011,"감자칩,프링글스 양파맛(한국프링글스)",
82013,"감자칩,허니버터칩(해태)",
83015,"과일잼,아웃백 망고스프레드(오뚜기)",
83049,"껌,왓따껌 콜라(롯데)",
83091,"물엿,백설 건강한쌀올리고당(씨제이푸드㈜)",
83092,"물엿,백설 건강한요리올리고당(씨제이푸드㈜)",
83166,"사탕,마요라코피코커피맛(MAYORA INDAH TBK)",
83181,"사탕,애니타임 레몬민트(롯데제과)",
83195,"사탕,츄파춥스 오렌지맛(농심)",
83206,"사탕,호올스 아이스블루(캐드베리)",
83208,"사탕,호올스 후레쉬 라임(Cadbury AdamsLtd)",
83209,"사탕,호올스(동서식품)",
83221,"설탕,마스코바도((주)에이피넷)",
83223,"설탕,백설 브라운자일로스설탕(씨제이푸드㈜)",
83259,"시리얼바,닥터유 에너지바(오리온)",
83287,"젤리,웰치스 후르츠스넥(웰치스)",
83289,"젤리,젤리스트로우(키즈웰(대만 TSANG LIN INDUSTRIES CORP))",
83291,"젤리,트롤리구미캔디사우어글로우웜즈(부강무역)",
83292,"젤리,하리보 골드베렌 (Haribo Gmbh & Co.KG)",
83297,"초코바,가나초코바아몬드(롯데)",
83300,"초코바,자유시간미니(해태제과(주))",
83303,"초코바,트윅스(Mr Food Korea)",
83305,"초코스프레드,뉴텔라 페레로(페레로(매일유업))",
83312,"초콜렛,드림카카오72%(롯데)",
83313,"초콜렛,롯데 56%드림카카오(롯데제과주식회사)",
83326,"초콜렛,엠앤엠(m&m)(중국 Mars Foods)",
83330,"우유,초코에몽(남양유업)",
83339,"초콜렛,킨더초콜렛(수입원:매일유업)",
83340,"초콜렛,킨더초콜렛맥시(매일유업)",
83341,"초콜렛,킷캣(KITKAT)(네슬레)",
83345,"초콜렛,토블론 밀크(스위스 KRAFT)",
83351,"초콜렛,허쉬너겟밀크초콜렛(허쉬코리아)",
83357,"초콜렛,허쉬키세스 크리미아몬드(허쉬코리아)",
83360,"카라멜,땅콩카라멜(크라운제과)",
83363,"카라멜,마이쮸 딸기맛(크라운제과)",
83364,"카라멜,마이쮸 사과맛(크라운제과)",
83365,"카라멜,마이쮸 포도맛(크라운제과)",
83366,"카라멜,멘토스(퍼페티반멜레)",
83373,"카라멜,유가(청우식품)",
84001,"나또,살아있는실의힘생나또(신선나또(주))",
84014,"두부,국산콩 찌개용두부(풀무원)",
84059,"두유,건국 비타민두유(건국유업)",
84064,"두유,검은콩두유(매일유업)",
84066,"두유,검은콩두유베지밀(정식품)",
84067,"두유,고소한검은콩&고칼슘두유(연세우유)",
84073,"두유,남양 맛있는두유GT 고칼슘검은콩깨두유(남양유업)",
84087,"두유,베지밀 검은콩과검은참깨두유(정식품)",
84088,"두유,베지밀 국산콩두유 검은콩(정식품)",
84103,"두유,삼육 검은콩칼슘두유(삼육식품)",
84106,"두유,삼육두유 검은콩참깨(삼육두유)",
84107,"두유,삼육두유 검은콩호두&아몬드(삼육식품)",
84108,"두유,삼육두유A(삼육식품)",
84112,"두유,연세 검은콩두유(연세우유)",
84113,"두유,연세 고칼슘두유(연세우유)",
84124,"두유,이롬황성주 국산콩두유(한미메디케어㈜)",
84125,"두유,이롬황성주 국산콩두유검은콩(한미메디커어㈜)",
84138,"두유,파스퇴르 쾌변두유 검은콩검은참깨(㈜롯데푸드)",
85045,"밤가공,맛밤(씨제이푸드㈜)",
85047,"캐슈넛,구운캐슈넛(동우농산)",
86015,"채소음료,미닛메이드 토마토주스(코카콜라음료(주))",
86031,"채소음료,하루야채 레드(한국야쿠르트)",
86032,"채소음료,하루야채 키즈뽀로로(한국야쿠르트)",
88013,"과일음료,델몬트 포도100(롯데칠성음료㈜)",
88014,"과일음료,델몬트 프리미엄 사과주스(롯데칠성음료㈜)",
88030,"과일음료,사과농장(가야농장)",
88044,"과일음료,아침에주스 100%사과(서울)",
88082,"바나나가공,골든사나 바나나칩(필리핀)",
89047,"돼지고기가공,로스팜(롯데)",
89049,"돼지고기가공,리챔 오리지널(동원F&B)",
89059,"돼지고기가공,목우촌 주부9단 불고기햄(농협목우촌)",
89060,"돼지고기가공,목우촌 주부9단 비엔나소세지(농협목우촌)",
89093,"돼지고기가공,의성마늘프랑크(롯데푸드)",
89131,"어육소시지,맥스봉(씨제이푸드㈜)",
91003,"건오징어,오징어숏다리(한양식품)",
91006,"게맛살,대림선크라비아(사조대림)",
91029,"생선과자,바삭바삭고소한꾸이맨(경진식품)",
91050,"액젓,청정원 남해안멸치골드액젓(㈜대상)",
91055,"액젓,하선정 까나리액젓(씨제이푸드㈜)",
91106,"참치통조림,사조 마일드참치((주)사조산업)",
91107,"참치통조림,사조 살코기참치(사조산업)",
92017,"김자반,지도표성경돌자반 (성경식품)",
92046,"조미김,광천재래김(조양식품)",
92113,"조미김,성경재래김(성경)",
92116,"조미김,소문난광천김(㈜광천김)",
92135,"조미김,양반 참기름김(동원)",
92138,"조미김,양반김 들기름향이그윽한김(동원F&B)",
92164,"조미김,지도표성경김(성경식품)",
93010,"아이스밀크,거북알(롯데삼강)",
93012,"빙과,더블더블(서주)",
93022,"빙과,젤루조아 제주감귤(해태제과)",
93025,"빙과,주물러 콜라(롯데)",
93033,"아이스밀크,설레임 밀크(롯데제과)",
93035,"아이스밀크,설레임 아라비카커피쉐이크(롯데제과)",
93039,"샤베트,까페오레(빙그레)",
93040,"아이스밀크,녹차마루(해태제과)",
93045,"아이스크림,셀렉션 딸기맛(롯데제과)",
93046,"빙과,수박바(롯데삼강)",
93053,"빙과,와삭바(롯데삼강)",
93061,"아이스밀크,초코퍼지(롯데삼강)",
93070,"아이스크림,구구크러스터(롯데삼강)",
93079,"아이스밀크,명가찰옥수수(롯데제과)",
93080,"아이스크림,민트초코(베스킨라빈스31)",
93082,"아이스밀크,바밤바아이스샌드(해태)",
93084,"샤베트,부라보콘 피스타치오(해태제과)",
93086,"아이스밀크,빵빠레 초코(롯데삼강)",
93089,"아이스크림,아몬드봉봉(베스킨라빈스31)",
93095,"아이스크림,요맘때콘 플레인(빙그레)",
93102,"아이스밀크,쿠키오(롯데삼강)",
93106,"아이스크림,티코 밀크초코(롯데)",
93111,"아이스크림,하겐다즈 바닐라(하겐다즈)",
93112,"아이스크림,하겐다즈 초코맛(하겐다즈)",
93115,"액상요구르트,뽀로로와친구들 요구르트(빙그레)",
93118,"액상요구르트,소와나무 새코미(동원데어리푸드)",
93125,"액상요구르트,유기농이오(남양유업)",
93129,"액상요구르트,한국야쿠르트 라이트((주)한국야쿠르트)",
93136,"요구르트,다논 마시는액티비아 사과맛(풀무원다논㈜)",
93142,"요구르트,다논 액티비아 사과(다논)",
93146,"요구르트,다논 액티비아 플레인(다논)",
93149,"요구르트,덴마크 드링킹요구르트 딸기(동원데어리푸드)",
93153,"요구르트,덴마크 드링킹요구르트 플레인(㈜동원데어리푸드)",
93159,"요구르트,불가리스 복숭아(남양유업)",
93162,"요구르트,비피더스 블루베리(푸르밀)",
93164,"요구르트,비피더스 포도맛(푸르밀)",
93167,"요구르트,비피더스명장 사과(㈜동원데어리푸드)",
93169,"요구르트,상하목장 유기요구르트 플레인(매일유업)",
93185,"우유,365 1등급서울우유(서울우유)",
93212,"우유,남양 맛있는우유GT 아인슈타인베이비(남양유업)",
93225,"우유,네스퀵초코우유(한국네슬레)",
93242,"우유,딸기맛우유(빙그레)",
93246,"우유,매일 멸균우유 오리지널(매일유업)",
93249,"우유,매일 저지방우유(매일유업)",
93254,"우유,매일우유 오리지널(매일우유)",
93257,"우유,멸균서울우유(서울우유)",
93266,"우유,바나나는원래하얗다(매일유업)",
93267,"우유,바나나맛우유 저지방(빙그레(주))",
93269,"우유,범산목장유기농우유(범산목장)",
93295,"우유,상하목장 유기농바나나우유(매일유업)",
93296,"우유,상하목장 유기농우유(매일유업)",
93297,"우유,상하목장 유기저지방우유(매일)",
93300,"우유,서울우유 멸균우유(서울우유)",
93307,"우유,소와나무 고칼슘우유(동원)",
93312,"우유,소화가잘되는우유(매일유업)",
93313,"우유,소화가잘되는우유저지방(매일유업)",
93325,"우유,신선한하루 하루우유(한국야쿠르트)",
93348,"우유,우유속에모카치노(매일유업)",
93359,"우유,저지방우유(한국야쿠르트)",
93387,"우유,파스퇴르 강원청정 목장프리미엄골드(파스퇴르)",
93390,"우유,파스퇴르우유 저지방(파스퇴르)",
93391,"우유,파스퇴르우유(파스퇴르유업)",
93402,"우유,하루우유 저지방(한국야쿠르트)",
93429,"치즈,덴마크 인포켓치즈 오리지널(동원 데어리푸드)",
93432,"치즈,드빈치 체다슬라이스치즈(남양유업)",
93447,"치즈,상하치즈 유기농어린이치즈(매일유업)",
93453,"치즈,소와나무 슬라이스치즈(동원데어리푸드)",
93460,"치즈,유기농앙팡아기치즈스텝2(서울우유)",
93467,"치즈,짜지않은치즈(동원)",
93478,"코코아,제티 딸기맛(동서식품)",
93481,"크림치즈,필라델피아소프트크림치즈(크래프트(동서식품))",
93490,"호상요구르트,덴마크 요거트 플레인((주)동원F&B)",
93492,"호상요구르트,떠먹는불가리스 딸기맛(남양유업)",
93494,"호상요구르트,떠먹는불가리스 복숭아(남양)",
93499,"호상요구르트,매일 바이오 딸기(매일유업)",
93500,"호상요구르트,매일 바이오 복숭아(매일유업)",
93501,"호상요구르트,매일 바이오 플레인요거트(매일유업)",
93506,"호상요구르트,비요뜨 초코링(서울우유)",
93510,"호상요구르트,소와나무 생크림요거트(㈜동원데어리푸드)",
93516,"호상요구르트,아이러브요거트 딸기(다논)",
93526,"호상요구르트,요플레 닥터캡슐사과(빙그레)",
93529,"호상요구르트,요플레 블루베리(빙그레)",
93533,"호상요구르트,요플레 오리지널 복숭아(빙그레)",
93534,"호상요구르트,요플레 클래식 플레인(빙그레)",
93552,"호상요구르트,짜요짜요 딸기맛(서울우유)",
93553,"호상요구르트,짜요짜요 포도맛(서울우유)",
93577,"호상요구르트,헬리코박터프로젝터윌 저지방(한국야쿠르트)",
93578,"호상요구르트,후디스 그릭요거트플레인(일동후디스(주))",
94009,"마가린,고소한옥수수마아가린((주)오뚜기)",
94026,"카놀라유,비타민E+카놀라유(해표)",
95008,"가당음료,귀여운내친구뽀로로 딸기맛((주)팔도)",
95009,"가당음료,귀여운내친구뽀로로 밀크맛(한국야쿠르트)",
95015,"가당음료,뽀로로스포츠(팔도)",
95017,"가당음료,썬키스트 레몬에이드(해태)",
95027,"가당음료,파워오투 아이스베리((주)농심)",
95029,"가당음료,파워오투 오렌지레몬((주)농심)",
95033,"가당음료분말,립톤아이스티믹스 레몬맛(유니레버)",
95034,"가당음료분말,립톤아이스티믹스 복숭아맛(유니레버코리아)",
95040,"가당음료분말,크리스탈라이트(크리스탈라이트)",
95047,"건강음료,광동 진홍삼골드(광동제약)",
95052,"건강음료,원비디(일양약품)",
95058,"건강음료,컨디션헛개수(씨제이푸드㈜)",
95068,"과일음료,가야 알로에농장(가야농장)",
95069,"과일음료,갈아만든배(해태)",
95073,"과일음료,과일촌 아침에사과(해태음료)",
95080,"과일음료,델몬트 오렌지드링크(롯데칠성음료㈜)",
95083,"과일음료,델몬트 포도드링크(롯데칠성음료㈜)",
95092,"과일음료,미닛메이드 망고플러스(코카콜라음료(주))",
95094,"과일음료,미닛메이드 제주감귤(코카콜라음료(주))",
95097,"과일음료,블루하와이(썬키스트)",
95110,"과일음료,유기농테일러푸룬주스((주)테일러팜스)",
95117,"과일음료,코코몽 사과맛(웅진식품)",
95122,"과일음료,포도봉봉(해태음료)",
95137,"기능성음료,광동 쌍화탕(광동제약)",
95152,"분말차,생강차(담터)",
95153,"분말차,생강차플러스(담터)",
95157,"분말차,허벌라이프 엔알지티(미국 Pharmachem)",
95159,"비가당음료,광동 옥수수수염차(광동제약)",
95162,"탄산음료,나랑드(동아오츠카)",
95177,"식초,청정원 마시는홍초 복분자(㈜대상)",
95180,"식초,청정원 마시는홍초 석류(㈜대상)",
95183,"식혜,잔치집식혜(롯데칠성음료)",
95187,"쌍화차,쌍화차(담터)",
95189,"유산균음료,쥬시쿨 자두맛(빙그레)",
95192,"유산균음료,쿨피스 파인애플맛(㈜동원데어리푸드)",
95196,"율무차,단호박,마차((주)담터)",
95198,"율무차,담터 율무차(담터)",
95199,"율무차,담터 호두아몬드밤율무차(담터)",
95200,"율무차,담터 호두아몬드율무차(담터)",
95224,"차음료,하늘보리(웅진식품)",
95241,"카페인음료,레드불(동서음료)",
95242,"카페인음료,박카스디액(동아제약)",
95246,"카페인음료,핫식스(롯데칠성음료)",
95247,"커피믹스,3in1 TRUNG NGUYEN(TRUNG NGUYEN SINGAPORE PTE LTD)",
95251,"커피믹스,네스까페 수프리모 부드러운블랙(한국네슬레)",
95252,"커피믹스,네스까페 수프리모 커피믹스(네스카페)",
95262,"커피믹스,맥심 부드러운블랙믹스모카골드(동서식품)",
95264,"커피믹스,맥심 부드러운블랙오리지날(동서식품)",
95265,"커피믹스,맥심 아라비카100커피믹스(동서식품)",
95266,"커피믹스,맥심 아이스커피믹스 블랙(동서식품)",
95267,"커피믹스,맥심 아이스커피믹스(동서식품)",
95273,"커피믹스,맥심 화이트골드 커피믹스(동서식품)",
95277,"커피분말,수프리모 인테소아메리카노(한국네슬레)",
95279,"커피믹스,애터미 카페 아라비카(애터미(주))",
95287,"커피믹스,칸타타 스위트아메리카노(롯데칠성음료)",
95295,"커피믹스,프렌치카페 골드라벨(남양유업)",
95298,"커피믹스,프렌치카페 카페믹스아라비카골드라벨(남양유업)",
95300,"커피믹스,프렌치카페 카페믹스클래식(남양유업)",
95301,"커피믹스,프렌치카페 커피믹스 부드러운블랙(남양)",
95304,"커피분말,G7 coffee(베트남산)",
95309,"커피분말,네스카페 마일드모카(한국네슬레)",
95313,"커피분말,맥심 디카페인(동서식품)",
95314,"커피분말,맥심 아라비카100(동서식품)",
95315,"커피분말,맥심 카누 콜롬비아블랜드 다크로스트 아메리카노(동서식품)",
95316,"커피분말,맥심 카누 콜롬비아블랜드 마일드로스트 아메리카노(동서식품)",
95318,"커피분말,애터미 카페 아라비카블랙(애터미(주))",
95319,"커피분말,카페 이과수(브라질 이과수사(에이스코리아))",
95323,"커피분말,테이스터스초이스 오리지날(한국네슬레)",
95324,"커피분말,프렌치카페 루카 다크 아메리카노(남양)",
95335,"커피음료,맥스웰하우스 오리지널(동서식품)",
95337,"커피음료,맥심 티오피 더블랙(동서식품)",
95338,"커피음료,맥심 티오피 마스터라떼(동서)",
95340,"커피음료,맥심 티오피 스위트아메리카노(동서식품)",
95345,"커피음료,바리스타 에스프레소라떼(매일유업)",
95351,"커피음료,산타페 오리지날(팔도)",
95353,"커피음료,스타벅스 더블샷에스프레소&크림(스타벅스)",
95354,"커피음료,스타벅스 프라프치노모카(동서식품)",
95360,"커피음료,조지아 까페라떼(한국코카콜라보틀링)",
95362,"커피음료,조지아 맥스(한국코카콜라보틀링)",
95363,"커피음료,조지아 스위트아메리카노(코카콜라㈜)",
95367,"커피음료,조지아 오리지널(한국코카콜라보틀링)",
95374,"커피음료,칸타타 오리지날원두커피(롯데칠성음료)",
95376,"커피음료,칸타타 프리미엄라떼(롯데칠성음료)",
95378,"커피음료,프렌치카페 카라멜마끼아또(남양유업)",
95385,"코코아,스위스미스 핫코코아믹스 마시멜로(미국 CONAGRA Food inc)",
95392,"콜라,코카콜라 제로(한국코카콜라주식회사)",
95395,"콜라,펩시제로콜라(롯데칠성음료)",
95397,"탄산수,씨그램 라임(코카-콜라음료(주))",
95398,"탄산수,초정탄산수((주)일화초정공장)",
95399,"탄산수,트레비레몬(롯데칠성음료)",
95402,"탄산음료,데미소다 애플(동아오츠카)",
95411,"탄산음료,환타 파인애플맛(한국코카콜라주식회사)",
95412,"탄산음료,환타 포도맛(한국코카콜라주식회사)",
95419,"과일주,매화수(진로)",
95426,"막걸리,국순당 쌀막걸리(국순당)",
95437,"막걸리,부산생막걸리(부산합동양조)",
95438,"막걸리,불로생막걸리(대구탁주합동)",
95443,"막걸리,생탁(부산합동양조)",
95444,"막걸리,서울막걸리(서울탁주)",
95446,"막걸리,서울장수막걸리(서울탁주)",
95447,"막걸리,소성주막걸리(인천탁주)",
95458,"막걸리,장수생막거리(서울장수주식회사)",
95469,"맥주,OB맥주(OB맥주)",
95470,"맥주,기네스(기네스맥주)",
95476,"맥주,삿뽀로 프리미엄 맥주(Sappro viefram Ltd)",
95477,"맥주,아사히맥주(아사히(주))",
95486,"맥주,클라우드맥주(롯데주류(주))",
95489,"맥주,하이트제로(하이트맥주)",
95490,"맥주,호가든(OB맥주)",
95495,"소주,선양소주(㈜선양)",
95497,"소주,시원소주(충북소주)",
95500,"소주,좋은데이(㈜무학소주)",
95502,"소주,진로소주(하이트진로)",
95503,"소주,참이슬 후레쉬(하이트진로)",
95504,"소주,처음처럼 (롯데주류BG)",
95517,"청주,경주법주(경주법주)",
95519,"청주,청하(롯데주류BG)",
96015,"간장,맛간장(한국미연식품연구소(한살림))",
96023,"간장,몽고송표간장프라임(몽고식품)",
96030,"간장,샘표 양조간장501(샘표식품)",
96032,"간장,샘표 진간장금S(샘표식품)",
96088,"건야채스프,신라면 후레이크(농심)",
96096,"고기양념,백설 소갈비양념(씨제이푸드㈜)",
96097,"고기양념,백설 소불고기양념(씨제이푸드㈜)",
96165,"고추장,해찬들 우리쌀로만든태양초골드매운고추장(씨제이푸드㈜)",
96170,"굴소스,백설 남해굴소스(씨제이푸드㈜)",
96175,"굴소스,프리미엄굴소스(오뚜기)",
96185,"된장,백설 다담재래식된장에갖은양념한된장찌개(씨제이푸드㈜)",
96208,"된장,찬마루청양초된장찌개전용(풀무원)",
96227,"마요네즈,오뚜기 고소한골드마요네즈(오뚜기)",
96251,"머스터드소스,하인즈옐로우머스타드(하인즈)",
96254,"비빔장,고추나라맛다시((주)동방푸드마스타)",
96270,"샐러드드레싱,아몬드호두소스(풀무원)",
96286,"샐러드드레싱,프레시안 참깨피넛드레싱((주)동방푸드마스타)",
96340,"소금,백설 허브솔트순한맛(씨제이푸드㈜)",
96411,"소금,청정원 허브맛솔트 순한맛(㈜대상)",
96422,"소금,한주소금(한일식품)",
96442,"스테이크소스,오뚜기 스테이크소스(오뚜기)",
96464,"식초,오뚜기 2배사과식초(오뚜기)",
96467,"식초,오뚜기 3배사과식초(오뚜기)",
96489,"식초,환만식초(롯데삼강)",
96508,"양념간장,국시장국 가쓰오국물(샘표식품)",
96570,"조미료,연두 순(샘표)",
96571,"조미료,연두 진(샘표)",
96618,"카레분말,백세카레 순한맛(오뚜기)",
96621,"카레분말,오뚜기 바몬드카레 순한맛(오뚜기)",
96624,"카레분말,오뚜기 카레 매운맛(오뚜기)",
96625,"카레분말,오뚜기 카레 순한맛(오뚜기)",
96626,"카레분말,오뚜기 카레 약간매운맛((주)오뚜기)",
96629,"카레분말,청정원 우리쌀카레여왕구운마늘&양파(㈜대상)",
96636,"카레소스,오뚜기 3분카레 매운맛(오뚜기)",
96637,"카레소스,오뚜기 3분카레 순한맛(오뚜기)",
96648,"토마토케첩,청정원 우리아이케첩(㈜대상)",
97010,"스파게티소스,오뚜기 프레스코토마토소스(오뚜기)",
98023,"단백질보충제,신타6(BSN)",
98036,"체중조절보조제,뉴트리셔널 쉐이크믹스 바닐라맛(NBTY(허벌라이프))",
98037,"체중조절보조제,뉴트리셔널 쉐이크믹스 초콜렛맛(NBTY(허벌라이프))",